id,orthography,reading,masteryKey,bccwjRank,bccwjOrigin,edictCommon,inKyoikuBasicVocab,inRokusyuTaisyo,rawPos,verbClass,endingGroup,teFormPattern,transitivity,englishPrimary,englishGlosses,alternateSpellings,sameSpellingOtherReadings,allowedInflections,inflectionNotes,dictionary_jp,dictionary_reading,polite_jp,polite_reading,politePast_jp,politePast_reading,politeNegative_jp,politeNegative_reading,negative_jp,negative_reading,past_jp,past_reading,te_jp,te_reading,potential_jp,potential_reading,passive_jp,passive_reading,causative_jp,causative_reading,causativePassive_jp,causativePassive_reading,volitional_jp,volitional_reading,ba_jp,ba_reading,tara_jp,tara_reading,imperative_jp,imperative_reading,prohibitive_jp,prohibitive_reading
verb-0281,経る,へる,経る,2030,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,pass,pass | elapse | experience,歴る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,経る,へる,経ます,へます,経ました,へました,経ません,へません,経ない,へない,経た,へた,経て,へて,経られる,へられる,経られる,へられる,経させる,へさせる,経させられる,へさせられる,経よう,へよう,経れば,へれば,経たら,へたら,経ろ,へろ,経るな,へるな
verb-0282,振り返る,ふりかえる,振り返る,2046,和,True,True,True,v5r,godan,ru,godan-って,intransitive,turn head,turn head | look over one's shoulder | turn around | look back,振りかえる | 振返る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,振り返る,ふりかえる,振り返ります,ふりかえります,振り返りました,ふりかえりました,振り返りません,ふりかえりません,振り返らない,ふりかえらない,振り返った,ふりかえった,振り返って,ふりかえって,振り返れる,ふりかえれる,振り返られる,ふりかえられる,振り返らせる,ふりかえらせる,振り返らせられる,ふりかえらせられる,振り返ろう,ふりかえろう,振り返れば,ふりかえれば,振り返ったら,ふりかえったら,振り返れ,ふりかえれ,振り返るな,ふりかえるな
verb-0283,消す,けす,消す,2049,和,True,True,True,v5s,godan,su,godan-して,transitive,erase,erase | delete | cross out | turn off power | extinguish | put out | bump off,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,消す,けす,消します,けします,消しました,けしました,消しません,けしません,消さない,けさない,消した,けした,消して,けして,消せる,けせる,消される,けされる,消させる,けさせる,消させられる,けさせられる,消そう,けそう,消せば,けせば,消したら,けしたら,消せ,けせ,消すな,けすな
verb-0284,重ねる,かさねる,重ねる,2052,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,pile up,pile up | put something on another | heap up | add | repeat,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,重ねる,かさねる,重ねます,かさねます,重ねました,かさねました,重ねません,かさねません,重ねない,かさねない,重ねた,かさねた,重ねて,かさねて,重ねられる,かさねられる,重ねられる,かさねられる,重ねさせる,かさねさせる,重ねさせられる,かさねさせられる,重ねよう,かさねよう,重ねれば,かさねれば,重ねたら,かさねたら,重ねろ,かさねろ,重ねるな,かさねるな
verb-0285,包む,つつむ,包む,2061,和,True,True,True,v5m,godan,mu,godan-んで,transitive,wrap up,wrap up | tuck in | pack | do up | cover with | dress in | conceal | hide | be engulfed in | be enveloped by,裹む,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,包む,つつむ,包みます,つつみます,包みました,つつみました,包みません,つつみません,包まない,つつまない,包んだ,つつんだ,包んで,つつんで,包める,つつめる,包まれる,つつまれる,包ませる,つつませる,包ませられる,つつませられる,包もう,つつもう,包めば,つつめば,包んだら,つつんだら,包め,つつめ,包むな,つつむな
verb-0286,喋る,しゃべる,喋る,2070,和,True,True,True,v5r,godan,ru,godan-って,intransitive,talk,talk | chat | chatter,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,喋る,しゃべる,喋ります,しゃべります,喋りました,しゃべりました,喋りません,しゃべりません,喋らない,しゃべらない,喋った,しゃべった,喋って,しゃべって,喋れる,しゃべれる,喋られる,しゃべられる,喋らせる,しゃべらせる,喋らせられる,しゃべらせられる,喋ろう,しゃべろう,喋れば,しゃべれば,喋ったら,しゃべったら,喋れ,しゃべれ,喋るな,しゃべるな
verb-0287,取り出す,とりだす,取り出す,2096,和,True,True,True,v5s,godan,su,godan-して,transitive,take out,take out | produce | pick out | fetch | retrieve,取出す | 取りだす | とり出す,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,取り出す,とりだす,取り出します,とりだします,取り出しました,とりだしました,取り出しません,とりだしません,取り出さない,とりださない,取り出した,とりだした,取り出して,とりだして,取り出せる,とりだせる,取り出される,とりだされる,取り出させる,とりださせる,取り出させられる,とりださせられる,取り出そう,とりだそう,取り出せば,とりだせば,取り出したら,とりだしたら,取り出せ,とりだせ,取り出すな,とりだすな
verb-0288,目立つ,めだつ,目立つ,2109,和,True,True,True,v5t,godan,tsu,godan-って,intransitive,be conspicuous,be conspicuous | stand out,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,目立つ,めだつ,目立ちます,めだちます,目立ちました,めだちました,目立ちません,めだちません,目立たない,めだたない,目立った,めだった,目立って,めだって,目立てる,めだてる,目立たれる,めだたれる,目立たせる,めだたせる,目立たせられる,めだたせられる,目立とう,めだとう,目立てば,めだてば,目立ったら,めだったら,目立て,めだて,目立つな,めだつな
verb-0289,狙う,ねらう,狙う,2113,和,True,True,True,v5u,godan,u,godan-って,transitive,aim at,aim at,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,狙う,ねらう,狙います,ねらいます,狙いました,ねらいました,狙いません,ねらいません,狙わない,ねらわない,狙った,ねらった,狙って,ねらって,狙える,ねらえる,狙われる,ねらわれる,狙わせる,ねらわせる,狙わせられる,ねらわせられる,狙おう,ねらおう,狙えば,ねらえば,狙ったら,ねらったら,狙え,ねらえ,狙うな,ねらうな
verb-0290,広げる,ひろげる,広げる,2115,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,spread,spread | extend | expand | enlarge | widen | broaden | unfold | open | unroll | unwrap | scatter about | spread around | make flourish | cause to prosper,拡げる | 展げる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,広げる,ひろげる,広げます,ひろげます,広げました,ひろげました,広げません,ひろげません,広げない,ひろげない,広げた,ひろげた,広げて,ひろげて,広げられる,ひろげられる,広げられる,ひろげられる,広げさせる,ひろげさせる,広げさせられる,ひろげさせられる,広げよう,ひろげよう,広げれば,ひろげれば,広げたら,ひろげたら,広げろ,ひろげろ,広げるな,ひろげるな
verb-0291,握る,にぎる,握る,2117,和,True,True,True,v5r,godan,ru,godan-って,transitive,clasp,"clasp | grasp | grip | clutch | make (nigirizushi, rice ball, etc.) | form | press into shape | mold | mould | seize (power, etc.) | take hold of",,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,握る,にぎる,握ります,にぎります,握りました,にぎりました,握りません,にぎりません,握らない,にぎらない,握った,にぎった,握って,にぎって,握れる,にぎれる,握られる,にぎられる,握らせる,にぎらせる,握らせられる,にぎらせられる,握ろう,にぎろう,握れば,にぎれば,握ったら,にぎったら,握れ,にぎれ,握るな,にぎるな
